,_runtime,training.generation,training.fitness_mean,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,training.fitness_3q,training.fitness_std,training.evaluation_time,training.top_k_fit.top_0_fit,_step,training.fitness_1q,training.fitness_median,_timestamp,training.run_id,solver,ea,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
68,482.72264790534973,68,3127.85302734375,6619.09521484375,6617.51318359375,455.9447021484375,2596.747314453125,6.6873650550842285,6641.50390625,68,6036.9521484375,3347.93408203125,1686968607.7493548,0,cgp,mu+lambda,halfcheetah,6,6800,6641.50390625,6619.09521484375,6617.51318359375
69,489.44633507728577,69,2414.702392578125,6730.51171875,6712.85107421875,249.7504425048828,2617.630859375,6.6729044914245605,6910.3154296875,69,5179.623046875,928.778564453125,1686968614.473042,0,cgp,mu+lambda,halfcheetah,6,6900,6910.3154296875,6730.51171875,6712.85107421875
70,496.1695120334625,70,2267.929931640625,6663.30224609375,6625.15283203125,196.088623046875,2653.395751953125,6.6989521980285645,6669.7373046875,70,5123.17578125,555.5831298828125,1686968621.196219,0,cgp,mu+lambda,halfcheetah,6,7000,6669.7373046875,6663.30224609375,6625.15283203125
71,502.88867592811584,71,1418.5263671875,6834.04833984375,6735.4287109375,255.267333984375,10528.60546875,6.699069499969482,6835.81298828125,71,5273.1787109375,899.593994140625,1686968627.9153829,0,cgp,mu+lambda,halfcheetah,6,7100,6835.81298828125,6834.04833984375,6735.4287109375
72,509.6165590286255,72,1181.0440673828125,6723.02734375,6713.3173828125,369.447021484375,14726.8095703125,6.705825328826904,6798.884765625,72,6381.15673828125,2926.111328125,1686968634.643266,0,cgp,mu+lambda,halfcheetah,6,7200,6798.884765625,6723.02734375,6713.3173828125
73,516.337042093277,73,1923.3294677734375,6704.7607421875,6683.08544921875,263.2291259765625,10644.6728515625,6.700246810913086,6827.17431640625,73,6289.30078125,1878.3289794921875,1686968641.363749,0,cgp,mu+lambda,halfcheetah,6,7300,6827.17431640625,6704.7607421875,6683.08544921875
74,523.0585067272186,74,2895.12548828125,6833.28662109375,6785.51953125,187.71876525878906,2860.45458984375,6.699496269226074,6870.68798828125,74,6239.1142578125,1898.628173828125,1686968648.0852137,0,cgp,mu+lambda,halfcheetah,6,7400,6870.68798828125,6833.28662109375,6785.51953125
75,529.7798991203308,75,-1358.822021484375,6722.62890625,6660.8427734375,242.27792358398438,20318.71484375,6.700817108154297,6732.3408203125,75,6137.3935546875,1058.0947265625,1686968654.806606,0,cgp,mu+lambda,halfcheetah,6,7500,6732.3408203125,6722.62890625,6660.8427734375
76,536.4980857372284,76,2854.8798828125,6729.11962890625,6709.7919921875,344.9964599609375,2663.449462890625,6.69713830947876,6730.5537109375,76,5944.8896484375,2305.423095703125,1686968661.5247927,0,cgp,mu+lambda,halfcheetah,6,7600,6730.5537109375,6729.11962890625,6709.7919921875
77,543.2164525985718,77,2595.424560546875,6765.88818359375,6677.23583984375,194.41107177734375,2815.674072265625,6.698085308074951,6919.62255859375,77,5968.0380859375,704.5415649414062,1686968668.2431595,0,cgp,mu+lambda,halfcheetah,6,7700,6919.62255859375,6765.88818359375,6677.23583984375
78,549.9165933132172,78,3004.9599609375,6905.88671875,6763.435546875,258.79205322265625,2845.05126953125,6.679524898529053,7001.72216796875,78,6111.4814453125,2016.264404296875,1686968674.9433002,0,cgp,mu+lambda,halfcheetah,6,7800,7001.72216796875,6905.88671875,6763.435546875
79,556.6127190589905,79,2808.568603515625,6881.4912109375,6839.34619140625,167.21182250976562,2874.678955078125,6.675549030303955,6916.08203125,79,6243.22412109375,1990.25146484375,1686968681.639426,0,cgp,mu+lambda,halfcheetah,6,7900,6916.08203125,6881.4912109375,6839.34619140625
80,563.3128483295441,80,2667.822998046875,6860.033203125,6843.873046875,215.47853088378906,2695.8505859375,6.680790901184082,6894.5322265625,80,5919.9521484375,1770.6947021484375,1686968688.3395553,0,cgp,mu+lambda,halfcheetah,6,8000,6894.5322265625,6860.033203125,6843.873046875
81,570.0101716518402,81,2919.177978515625,6766.0322265625,6756.8916015625,172.64962768554688,2774.063232421875,6.676753520965576,6776.13037109375,81,6172.85791015625,2608.88427734375,1686968695.0368786,0,cgp,mu+lambda,halfcheetah,6,8100,6776.13037109375,6766.0322265625,6756.8916015625
82,576.7061221599579,82,1277.39306640625,6997.28564453125,6779.4267578125,35.34795379638672,10526.3896484375,6.6753129959106445,7024.60693359375,82,5039.912109375,850.964111328125,1686968701.732829,0,cgp,mu+lambda,halfcheetah,6,8200,7024.60693359375,6997.28564453125,6779.4267578125
83,583.4030680656433,83,3104.62109375,6810.1884765625,6810.07470703125,353.8447265625,2839.322998046875,6.678923606872559,6883.8515625,83,6324.3017578125,2666.08056640625,1686968708.429775,0,cgp,mu+lambda,halfcheetah,6,8300,6883.8515625,6810.1884765625,6810.07470703125
84,590.0962467193604,84,2218.574951171875,6710.388671875,6665.48046875,101.08354187011719,2682.40380859375,6.675693988800049,6765.1904296875,84,5695.51171875,799.301025390625,1686968715.1229537,0,cgp,mu+lambda,halfcheetah,6,8400,6765.1904296875,6710.388671875,6665.48046875
85,596.7913777828217,85,2388.952880859375,6829.08251953125,6824.3544921875,182.5093994140625,2645.708984375,6.6772541999816895,6939.05908203125,85,5053.7314453125,1123.89111328125,1686968721.8180847,0,cgp,mu+lambda,halfcheetah,6,8500,6939.05908203125,6829.08251953125,6824.3544921875
86,603.570969581604,86,2710.6845703125,6776.46630859375,6773.4033203125,69.2633056640625,2716.8857421875,6.762189865112305,6811.69970703125,86,5829.54296875,2212.921875,1686968728.5976765,0,cgp,mu+lambda,halfcheetah,6,8600,6811.69970703125,6776.46630859375,6773.4033203125
87,610.2925946712494,87,2589.701904296875,6878.6845703125,6733.625,21.733898162841797,2880.48486328125,6.703928470611572,6894.85302734375,87,6199.095703125,926.8275146484375,1686968735.3193016,0,cgp,mu+lambda,halfcheetah,6,8700,6894.85302734375,6878.6845703125,6733.625
88,617.0110716819763,88,2723.836181640625,6917.767578125,6870.82080078125,205.08200073242188,2759.242919921875,6.700983047485352,6985.98974609375,88,5778.8974609375,1921.08154296875,1686968742.0377786,0,cgp,mu+lambda,halfcheetah,6,8800,6985.98974609375,6917.767578125,6870.82080078125
89,623.7341351509094,89,1719.3621826171875,6863.7841796875,6809.578125,207.9700927734375,10563.1787109375,6.706149101257324,6987.99658203125,89,5414.4599609375,1890.6943359375,1686968748.760842,0,cgp,mu+lambda,halfcheetah,6,8900,6987.99658203125,6863.7841796875,6809.578125
90,630.4565033912659,90,1626.6015625,6719.8984375,6685.0771484375,86.95294952392578,10577.8193359375,6.704856872558594,6729.87158203125,90,5907.2890625,1510.69775390625,1686968755.4832103,0,cgp,mu+lambda,halfcheetah,6,9000,6729.87158203125,6719.8984375,6685.0771484375
91,637.1783819198608,91,2933.417236328125,6740.580078125,6736.482421875,172.8690185546875,2733.648193359375,6.704394340515137,6925.16943359375,91,5988.3037109375,3060.53857421875,1686968762.2050889,0,cgp,mu+lambda,halfcheetah,6,9100,6925.16943359375,6740.580078125,6736.482421875
92,643.8995268344879,92,1239.615966796875,6741.89697265625,6697.99267578125,172.9971160888672,10503.482421875,6.702995777130127,6897.0087890625,92,5437.22607421875,525.6103515625,1686968768.9262338,0,cgp,mu+lambda,halfcheetah,6,9200,6897.0087890625,6741.89697265625,6697.99267578125
93,650.6189951896667,93,2413.284423828125,6826.7333984375,6718.69482421875,-4.012702941894531,2793.7431640625,6.702213287353516,6828.31884765625,93,5800.68505859375,637.1477661132812,1686968775.6457021,0,cgp,mu+lambda,halfcheetah,6,9300,6828.31884765625,6826.7333984375,6718.69482421875
94,657.3378260135651,94,1274.7774658203125,6661.21484375,6638.56982421875,116.82048034667969,10515.9560546875,6.701235294342041,6709.27197265625,94,4735.12109375,860.2979125976562,1686968782.364533,0,cgp,mu+lambda,halfcheetah,6,9400,6709.27197265625,6661.21484375,6638.56982421875
95,664.0557737350464,95,482.3943176269531,6676.3505859375,6620.8525390625,154.1435546875,14604.9697265625,6.701068878173828,6707.6171875,95,5835.06298828125,1256.88330078125,1686968789.0824807,0,cgp,mu+lambda,halfcheetah,6,9500,6707.6171875,6676.3505859375,6620.8525390625
